timestamp,co2_ppm,temperature,humidity
1749232460.9441226,353.81771881858504,24.92580471843228,57.26586039579435
1749232461.9445393,347.69287924296015,23.975750719521937,60.10638762979588
1749232462.945247,352.1933371881465,25.131944468723574,61.02799953091248
1749232463.9459312,359.13136777898745,25.837085947489506,62.59476305584954
1749232464.9467795,347.38979946868164,25.70763162210924,61.51014512936359
1749232465.9477446,348.1982502875288,24.99342999980472,59.76228668396494
1749232466.9483466,351.7544993859799,24.85633862107729,57.771411233411705
1749232467.9489305,355.3762261837086,25.805083583095502,60.41644360015131
1749232468.949806,354.8478159709253,24.80817542133682,61.04743144975538
1749232469.950305,356.1536227035257,25.127345878458307,62.33786729963254
1749232470.952391,354.64206105546896,25.17471205539785,62.97657771047013
1749232471.952779,357.85694350555826,24.681878586686107,60.79267865274525
1749232472.9531212,346.3314016936478,24.621025160711508,60.650097268657525
1749232473.95367,360.2938998334193,25.594699366791144,58.78405531399715
1749232474.954054,349.4448836402321,25.02430089357523,61.44792862482259
1749232475.954518,352.584550517811,25.37675244154672,59.45880469966192
1749232476.9552865,358.70548583061844,24.652205097255425,59.42622232974531
1749232477.9557936,361.8004777345194,24.39124687992791,60.15472857532664
1749232478.9564655,361.7191135613255,24.591814435804917,58.61805509317295
1749232479.956809,344.3069690681015,23.97019655960428,61.38420537398331
1749232480.957276,342.48408294684805,24.8370125590718,61.17692982992949
1749232481.957575,356.83584676138224,25.625575374719126,58.38235525209024
1749232482.9585085,348.239551162851,24.75202169880372,58.50655249422605
1749232483.9591556,353.0553921144219,24.593763665475844,60.45334657540194
1749232484.9597964,348.0148861089341,25.060893205923165,63.34420286141293
1749232485.9603715,351.2232403629388,26.46130301590532,59.78814518429865
1749232486.961573,354.07419377190564,25.18389371303444,62.07873406803608
1749232487.9636805,354.74936959486064,25.227460504032912,63.17886143700188
1749232488.9643223,353.1233188260171,24.418021007156707,62.60705939017046
1749232489.96485,350.2572627830249,24.43407783735512,64.53509074285566
1749232490.965354,353.355241365586,24.403112547380616,61.51971597251426
1749232491.965807,346.1245804508934,25.324159601539154,59.41337118663438
1749232492.9661708,351.6671567518366,24.904035978416577,59.6982453756779
1749232493.9671266,354.7345150470268,25.44239108973555,59.26642786902458
1749232494.9682932,346.332249796721,25.313941863645624,60.192952256516
1749232495.9687822,351.5327171038384,24.58214966633163,60.283490699014045
1749232496.9705684,340.594488332188,25.560794917567144,57.68545911472033
1749232497.9710164,342.4408342303716,24.95381685161225,58.17867643514071
1749232498.97185,348.9374415072597,25.480526348438985,60.63706909867733
1749232499.972546,350.0955198214234,24.745644485239897,62.17516183751654
1749232500.9731555,346.8579801287113,24.773097961035365,58.28084922385987
1749232501.9747214,350.4028387974398,25.78862716857967,62.31062257467111
1749232502.9754395,353.9744226890937,24.55676031908965,63.13350446680315
1749232503.975868,353.72276867981753,24.84254427144617,58.07965002964807
1749232504.976717,342.2272341862963,24.50710292031028,61.33141521326201
1749232505.977479,344.3929196986708,24.227020964208588,57.688598195522935
1749232506.9784908,354.09387793293786,24.707736229221883,61.24975193217144
1749232507.9793084,346.09116319149285,25.05419755734718,57.97815967511989
1749232508.9813116,341.4617296359135,24.980333350647435,61.845987604234274
1749232509.982404,351.1763669458036,25.60085229667085,59.73696296567073
1749232510.983503,353.5819051010854,25.56238291812963,60.034625635369
1749232511.9842403,350.8608903561578,25.503775017450494,58.789781911030914
1749232512.9846928,354.1181594472496,24.15764057279183,62.16399788890631
1749232513.9851727,351.2615627986415,25.033732113718905,61.20873259906767
1749232514.986642,349.1276309856739,25.03091739751622,60.96927549966595
1749232515.9874992,351.0371030041521,24.776701175346023,55.67079287517876
1749232516.9881685,356.1444692305493,24.041984324462685,62.40447633980888
1749232517.988782,350.84808789257784,24.35347945420975,59.84629944690037
1749232518.9907763,353.4122817537863,25.590203784094783,58.3880350611414
1749232519.993035,351.4584270005643,25.54180202689057,61.72038269440992
1749232520.993951,343.05130102922044,24.663948226465184,60.78488084335919
1749232521.9947343,355.0772583945112,25.542874921646085,60.79901263595772
1749232522.9950829,360.4769697539935,24.52803516653928,61.10212784392161
1749232523.995921,352.3606253274875,24.37810616432264,59.49046510830208
1749232524.9976616,345.8268164878171,25.127952941830426,59.63902293791275
1749232525.999706,344.80817814368066,24.754338759671118,61.11143312689177
1749232527.0007093,346.3798236276703,25.876800541306668,61.92669202067484
1749232528.0015714,360.5630441223832,24.633359276414563,60.84382994220268
1749232529.0023966,339.7200235377609,24.976672090486694,56.15790734525381
1749232530.0031734,349.7099155208928,25.238182404565396,58.57436846374203
1749232531.0041206,355.6922570680701,25.49791313977746,60.891224245926935
1749232532.0055225,346.6158460277382,25.54390751743661,59.512047609134754
1749232533.007269,354.3741821523104,25.06965241021161,59.22575775711059
1749232534.0082948,347.175194138744,24.311249795999395,59.936211479296574
1749232535.0089486,648.0280452728186,24.369698178758917,61.13537753842402
1749232536.0113068,351.15367565024263,24.74591277529676,59.36259000745122
1749232537.013276,348.973704498961,24.9473695729587,59.69519330512918
1749232538.0141296,351.88508243617827,24.31911951826589,61.67611648587232
1749232539.0146592,360.458631889672,24.79419011476596,57.39570644589997
1749232540.015272,350.91646208123063,24.897382115528387,57.93695217817079
1749232541.0157838,344.2330469130925,24.46210082306792,59.57616894374932
1749232542.0164628,345.9169633762737,24.860006441694445,62.23570105266233
1749232543.017738,347.974530022549,24.98594652263427,60.84608964172256
1749232544.0185244,351.92262449445815,24.190260992506627,61.41982904551765
1749232545.0193195,351.4485685921475,24.314207911552028,60.924990406710094
1749232546.0207455,356.01802905490007,25.34470812203179,60.35549223803461
1749232547.0215828,359.2864616187355,24.483927008727385,59.27660385717816
1749232548.022511,353.8661951888393,24.96616559063655,60.649402751895
1749232549.0235517,357.18183122620866,24.68317767221124,61.70700506024389
1749232550.024786,358.60176219653664,25.009529087860543,64.69616068076071
1749232551.025674,350.6669467165893,25.242654602726542,60.83155038020568
1749232552.0262966,352.78109401713834,25.1353303129427,57.89361758677081
1749232553.0270338,347.56262502921953,25.3191178842816,57.60042341534977
1749232554.0277677,353.5151444100396,24.430161527595555,58.02427278915504
1749232555.0289278,348.2388831394309,24.18508890490942,58.74488235772669
1749232556.02936,346.59816642939,24.246520757436542,59.90747086630014
1749232557.0301373,345.23327100420545,25.746604507949986,60.47663539390069
1749232558.189813,347.8188852419848,25.566731789394154,60.89690297169611
1749232559.1922836,344.2382364982236,23.99209051919406,62.74718632338761
1749232560.1938772,349.30473617183014,25.70717384885721,60.14151337956629
1749232561.1953108,357.0721842675339,25.19311579053081,61.13494433987816
1749232562.1968138,343.38442774859885,25.05202868393406,59.714580358543934
1749232563.2007103,351.01922282839456,25.08089910269474,56.70440777302305
1749232564.2023609,564.6755244560305,24.25820171447531,62.54637512384565
1749232565.203041,356.64124069682026,25.06765307937679,61.54156584826392
1749232566.203731,354.16211011958484,24.871002654587635,60.55519364757617
1749232567.2044024,354.98668902827546,24.257651428533293,60.99160457609826
1749232568.2070615,357.3593848594603,24.11222753878904,60.17143713841282
1749232569.208405,346.5814867612482,25.232219315149404,59.19593429676871
1749232570.2088225,352.9056994765991,25.332118050004294,59.16152701955336
1749232571.2109995,341.4389074246621,24.02284749427811,58.96005734781979
1749232572.2122922,352.3751781724524,24.645468589226173,60.42248372377588
1749232573.2127104,343.34124880312174,25.44514845795153,65.36482916353367
1749232574.2134218,351.90140495449174,25.263031725302085,60.52825334686079
1749232575.214008,504.5106244661856,25.20583834083047,59.38912800290627
1749232576.2149346,354.12487322246056,25.62147651643556,63.07969246929208
